	DR. STRANGE/STEPHEN	ROBERTSON, RANDY	PUNISHER II/FRANK CA	BUCKY/BUCKY BARNES	LOCKHEED	TRITON	WONDER MAN/SIMON WIL	COUNTERWEIGHT/JACK P	NIGHTHAWK II/KYLE RI	MISS AMERICA/MADELIN	HUMAN TORCH ANDROID/	CYPHER/DOUG RAMSEY	ODIN [ASGARDIAN]	LUBENSKI, NATE	RESTON, CLIVE	HUMAN TORCH/JOHNNY S	TARR, BLACK JACK	MOCKINGBIRD/DR. BARB	ICEMAN/ROBERT BOBBY	USAGENT/CAPTAIN JOHN	LEEDS, NED	WOLVERINE/LOGAN	HELLCAT/PATSY WALKER	BISHOP /	DE LA FONTAINE, CONT	ROGUE /	MERCADO, JOY	DUGAN, TIMOTHY ALOYI	CARTER, SHARON	SPIDER-MAN/PETER PAR	TALBOT, GLENN	ARBOGAST, BAMBI	DAREDEVIL/MATT MURDO	ANT-MAN/DR. HENRY J.	STORM/ORORO MUNROE S	LEEDS, BETTY BRANT	SUMMERS, NATHAN CHRI	KA-ZAR/KEVIN PLUNDER	REDWING	KINGPIN/WILSON FISK	CABE, BETHANY	SYNCH/EVERETT THOMAS	GORGON [INHUMAN]	SHE-HULK/JENNIFER WA	IRON MAN/TONY STARK	CANNONBALL II/SAM GU	GREEN GOBLIN/NORMAN	RED SKULL/JOHANN SCH	SILVER SURFER/NORRIN	DORMA [ATLANTEAN]	UATU	CLOAK/TYRONE JOHNSON	NAMORITA/NITA PRENTI	INVISIBLE WOMAN/SUE	SCARLET WITCH/WANDA	BANNER, BETTY ROSS T	ALRAUNE, MARLENE	CUSHING, KATE	POWER, DR. JIM	STACY, JILL	JUSTICE II/VANCE AST	GAMBIT/REMY LEBEAU	CHAMBER/JONOTHON STA	NIGHT THRASHER/DUANE	LILANDRA NERAMANI [S	RINTRAH	PUCK/EUGENE MILTON J	JAMESON, MARLA MADIS	SIF	SUNSPOT/ROBERTO DACO	CAPTAIN MARVEL II/MO	HUSK/PAIGE GUTHRIE	BINARY/CAROL DANVERS	MOONSTONE II/KARLA S	DAZZLER II/ALLISON B	MAGIK/ILLYANA RASPUT	PYRO/ALLERDYCE JOHNN	LEECH	STARSHINE II/BRANDY	VISION	KARNAK [INHUMAN]	MAGMA/AMARA AQUILLA/	BLOB/FRED J. DUKES	MACTAGGERT, MOIRA KI	DOC SAMSON/DR. LEONA	FIRESTAR/ANGELICA JO	JAMESON, COL. JOHN	BOOMER/TABITHA SMITH	STRONG GUY/GUIDO CAR	MICROCHIP/LINUS LIEB	WOLFE, SARA	LYJA LAZERFIST [SKRU	BLACK PANTHER/T_CHAL	WINGFOOT, WYATT	MOONDRAGON/HEATHER D	MARROW/SARAH	CAPTAIN AMERICA	PROFESSOR X/CHARLES	KINCAID, DR. JANE FO	OSBORN, LIZ ALLAN	ROSS, GEN. THADDEUS	BLACK KNIGHT V/DANE	MASTERS, ALICIA REIS	MEDUSA/MEDUSALITH AM	BALDER [ASGARDIAN]	ROBERTSON, JOE	POLARIS/LORNA DANE	FRENCHIE/JEAN-PAUL D	WU, LEIKO	FORGE	PAGE, KAREN	COLOSSUS II/PETER RA	THUNDERSTRIKE/ERIC K	ROM, SPACEKNIGHT	NOVA/RICHARD RIDER	WARLOCK III	JONES, RICHARD MILHO	MEGGAN	POWER MAN/ERIK JOSTE	CLEA	JAMESON, J. JONAH	JUBILEE/JUBILATION L	VENOM/EDDIE BROCK	GALACTUS/GALAN	LOKI [ASGARDIAN]	MR. FANTASTIC/REED R	HERCULES [GREEK GOD]	QUASAR III/WENDELL V	SHANNA/SHANNA O_HARA	ZABU	SHANG-CHI	SMITH, SIR DENIS NAY	SKIN/ANGELO ESPINOSA	TIGRA/GREER NELSON	MAGNETO/MAGNUS/ERIC	SUB-MARINER/NAMOR MA	JONES, MARLO CHANDLE	BOX IV/MADISON JEFFR	CRYSTAL [INHUMAN]	WATSON, ANNA	SHADOWCAT/KATHERINE	VIZIER	PENANCE/MONET ST. CR	SHAMAN/MICHAEL TWOYO	QUICKSILVER/PIETRO M	NORRISS, SISTER BARB	DRACULA/VLAD TEPES	KNIGHT, MISTY	VOLSTAGG	SIRYN/THERESA ROURKE	GEE/ALEX POWER	STACY, GWEN	FALCON/SAM WILSON	WHITE QUEEN/EMMA FRO	AURORA/JEANNE-MARIE	SPIDER-MAN CLONE/BEN	WOLFSBANE/RAHNE SINC	PARKER, MAY	PHOENIX III/RACHEL S	MS. MARVEL II/SHARON	CARTER, PEGGY	ANGEL/WARREN KENNETH	FANDRAL [ASGARDIAN]	BEETLE/ABNER RONALD	PETROVITCH, IVAN	WONG	CAGE, LUKE/CARL LUCA	POWER, MARGARET	BLACK BOLT/BLACKANTO	APOCALYPSE/EN SABAH	BARON MORDO/KARL MOR	JONES, GABE	JARVIS, EDWIN	LIVING LIGHTNING/MIG	COUNTERWEIGHT II/KAT	GRANT, GLORIA GLORY	HEIMDALL [ASGARDIAN]	SASQUATCH/WALTER LAN	MADDICKS, ARTHUR ART	THOMPSON, EUGENE FLA	LIZARD/DR. CURTIS CO	DAGGER/TANDY BOWEN	SPEEDBALL/ROBBIE BAL	BLACK WIDOW/NATASHA	QUARTERMAIN, CLAY	RICTOR/JULIO ESTEBAN	DOMINO III/BEATRICE/	THOR/DR. DONALD BLAK	DRAKE, FRANKLIN	DR. DOOM/VICTOR VON	URICH, BEN	OSBORN, HARRY	KARNILLA [ASGARDIAN]	LONGSHOT	MARVEL GIRL/JEAN GRE	IRON MAN IV/JAMES R.	PHARAOH RAMA-TUT	LEADER/SAM STERNS	HAVOK/ALEX SUMMERS	HUDSON, HEATHER	ANCIENT ONE	FURY, COL. NICHOLAS	ROSENTHAL, BERNIE	STARFOX/EROS	THUNDERBIRD II/JAMES	MANDARIN	DORMAMMU	NELSON, FRANKLIN FOG	THING/BENJAMIN J. GR	DIAMONDBACK II/RACHE	SHATTERSTAR II/GAVEE	WING, COLLEEN	LIGHTSPEED/JULIE POW	HOGAN, VIRGINIA PEPP	CAPTAIN BRITAIN/BRIA	BLACK CAT/FELICIA HA	SERSI/SYLVIA	SITWELL, JASPER	NORTHSTAR/JEAN-PAUL	SPIDER-WOMAN II/JULI	MOON KNIGHT/MARC SPE	WASP/JANET VAN DYNE	PSYLOCKE/ELISABETH B	HULK/DR. ROBERT BRUC	HOGAN, HAROLD J. HAP	MADAME MASQUE/GIULIE	LOCKJAW [INHUMAN]	ENCHANTRESS/AMORA/HE	CAPTAIN MARVEL/CAPTA	NIGHTCRAWLER/KURT WA	VASHTI	BEAST/HENRY &HANK& P	DR. OCTOPUS/OTTO OCT	VAN HELSING, RACHEL	SANDMAN/WILLIAM BAKE	HOGUN [ASGARDIAN]	WATSON-PARKER, MARY	SCREAMING MIMI/MELIS	PATRIOT/JEFF MACE	TALISMAN II/ELIZABET	HARKNESS, AGATHA	MIRAGE II/DANIELLE M	GARGOYLE II/ISAAC CH	RICHARDS, FRANKLIN B	HAWK	IRON FIST/DANIEL RAN	CYCLOPS/SCOTT SUMMER	HOBGOBLIN V/JASON PH	BANSHEE/SEAN CASSIDY
ROM, SPACEKNIGHT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00011837059395927007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NOVA/RICHARD RIDER	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001427410103626492	0	0	0	0	0	0	0	0.00011314836187283169	0	0	0.00012881505813214683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001427410103626492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00013577803424739802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WARLOCK III	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00017059291482365393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00017233365885246672	0	0	0	0	0	0.00011314836187283169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00016362993870840275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001427410103626492	0	0	0	0	0	0	0
JONES, RICHARD MILHO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00010096315367114212	0	0	0	0	0	0	0	0	0	0	0.00021411151554397381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00013925952230502362	0	0	0	0.00012707431410333405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001044446417287677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.877794546945256e-05	0	0.00030114871698461355	0	0	0	0	0.00011314836187283169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.703720144063976e-05	0	0	0	0
MEGGAN	0	0	0	0	0.00011837059395927007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00019844481928465866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00012011133798808286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002088892834575354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00020540779539990982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POWER MAN/ERIK JOSTE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00010270389769995491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.748166561351653e-05	0	0	0	0	0	0	9.051868949826534e-05	0	0	0	0
CLEA	0.00030985243712867755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00017407440288127953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAMESON, J. JONAH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.225943352707814e-05	0	0	0	0	0	0	0	0	0.0009156313591555303	0	0	8.703720144063976e-05	0	0	0.00030985243712867755	0	0	0	0	0	0	0	0	0	0	0.00010096315367114212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00012011133798808286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001410002663338364	0	0	0	0	0	0.0004978527922404594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00012359282604570846	0	0	0	0	0	0	0	0	0	0	0	0.00012359282604570846	0	0	0	0	0	0.0003620747579930614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00013055580216095964	0	0	0	0.0002506671401490425	0	0	0	0	0	0	0	0	0	0	0.0001479632424490876	0.0001827781230253435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004090748467710069	0	0	0	0	0	0	0	0	0	0	0	0
JUBILEE/JUBILATION L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00016014845065077715	0	0	0	0	0	0	0	0	0	0	0	0	9.574092158470373e-05	0	0	0	0	0	0	0.00011662984993045727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.225943352707814e-05	0.00012707431410333405	0	0	0	0	0	0	0	0	0.00012533357007452124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00013055580216095964	0	0	0	0	0	0	0	0	0	0.0001096668738152061	0	0	0	0	0	0	0	0	0	0	0.00012881505813214683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.574092158470373e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.877794546945256e-05	0	0.00016188919467958996
VENOM/EDDIE BROCK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.400017755589094e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GALACTUS/GALAN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.877794546945256e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00012185208201689566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.225943352707814e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.225943352707814e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOKI [ASGARDIAN]	0	0	0	0	0	0	0	0	0	0	0	0	0.00022977821180328897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00017233365885246672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00019148184316940747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00017059291482365393	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00016537068273721553	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00012881505813214683	0	0	0	0	0	0	0	0	0	0	0.00031681541324392874	0	0	0	0	9.225943352707814e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00016537068273721553	0	0	0	0	0	0	0	0	0	0	0	0	0
MR. FANTASTIC/REED R	0	0	0	0	0	0	8.703720144063976e-05	0	0	0	0	0	0	0	0	0.001241150492543523	0	0	0	0	0	9.225943352707814e-05	0	0	0	0	0	0	0	0.00021063002748634822	0	0	9.051868949826534e-05	0.00012533357007452124	8.877794546945256e-05	0	0	0	0	0	0	0	8.877794546945256e-05	0.000212370771515161	0.00022281523568803779	0	0	0	0.00011140761784401889	0	0	0	0	0.0012202615641977695	0.00015492621856433877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00015666696259315156	0	0	0	0	0	0	0	0	0	0	0	0.0001061853857575805	0	9.400017755589094e-05	0	0	0.000288963508782924	9.051868949826534e-05	0	0	0	0	0.0002489263961202297	0.0001497039864779004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.225943352707814e-05	0	0	0	0	0	0	0	0	0	0	0	0.0001497039864779004	0	0	0.0001827781230253435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.703720144063976e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00022455597971685057	0	0.00020018556331347144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001232446772399459	0	0	0	0	0	0	0	0	0	0	0	0	0.00016537068273721553	0	0.00015492621856433877	0	0	0	0	0	0	0	0.0001044446417287677	0	0	0	0	0	0	0	0	0	0	0	0.0003968896385693173	0.00013925952230502362	0	0.00010096315367114212	0	0
HERCULES [GREEK GOD]	0	0	0	0	0	0	0.0001096668738152061	0	0	0	0	0	0	0	0	0	0	0	8.703720144063976e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00017407440288127953	0	0	0	0	0	0	0	0	0	0.00012011133798808286	0.0001375187782762108	0	0	0	0	0	0	0	0	0	0.00015318547453552596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00011314836187283169	0	0	0	0	0	0	0	0	0.0002088892834575354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00031681541324392874	0	0	0	0	0.00019670407525584585	0	0	0	0	0	0	0	0	0	0	0.0001079261297863933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.400017755589094e-05	0	0	0	0	0	0	0	0	0	0	0.0001410002663338364	0	0	0	0	0	0.00016014845065077715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00013229654618977243	0	0	0	0	0	0	0	0	0	0	0.00024196342000497854	0	0	0	0.00019844481928465866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.574092158470373e-05	0	0	0	0	0.00019322258719822025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000144481754391462	0	0	0	0
QUASAR III/WENDELL V	0	0	0	0	0	0	9.400017755589094e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001079261297863933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00013229654618977243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001810373789965307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.400017755589094e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.400017755589094e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SHANNA/SHANNA O_HARA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001375187782762108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00012185208201689566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZABU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002767783005812344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00012185208201689566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SHANG-CHI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001479632424490876	0	0.00017755589093890512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00015318547453552596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001462224984202748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
